Threads, Generation-Gap, Evaluations, Time
2, 16, 2752512, 847.463082
2, 16, 3883008, 1139.094804
2, 16, 1802240, 523.306083
2, 16, 835584, 234.773349
2, 16, 1048576, 372.140421
2, 16, 1392640, 395.326771
2, 16, 442368, 139.690473
2, 16, 2818048, 909.017952
2, 16, 2195456, 704.792033
2, 16, 1146880, 355.473764
2, 16, 737280, 202.028784
2, 16, 458752, 134.334827
4, 16, 933888, 146.229897
4, 16, 4259840, 700.031212
4, 16, 5529600, 893.832043
4, 16, 4907008, 793.300897
