Threads, Generation-Gap, Evaluations, Time
2, 8, 655360, 332.459537
2, 8, 884736, 378.670796
2, 8, 1146880, 555.865983
2, 8, 1261568, 539.705506
2, 8, 1179648, 543.507265
2, 8, 1703936, 725.232173
2, 8, 1114112, 480.122192
2, 8, 1835008, 742.20213
4, 8, 942080, 204.882671
